transaction_id,customer_id,transaction_date,transaction_time,customer_age,customer_loyalty_tier,location,store_id,product_sku,product_category,purchase_amount,payment_method,device_type,ip_address,fraud_flag,footfall_count
9d3b804d-676e-4c94-b2a0-bbf13cad0519,91b0a010-11b2-4032-923a-d8ff10b58533,2025-04-08,14:15:09,25,Gold,Geneva,CONCESSION-SINGAPORE,STELLAR-FOUND-03,Eyeliner,132.53,Gift Card,Desktop,9.37.36.128,False,280
94b1052c-201e-438c-839f-a8ef761a5ece,99f28397-5ced-4874-bc81-cbe0f9d7ca83,2025-08-04,03:03:18,31,Silver,Zurich,POPUP-TOKYO,GALAXIA-SET-08,Blush,130.57,Mobile Payment,Desktop,199.228.9.254,False,476
63d2016e-e8f7-44c0-bafc-cf034c5c4bbb,e0de57a8-3ae5-4d5a-9992-eb285a15c585,2025-08-07,05:52:20,38,Gold,Las Vegas,CONCESSION-LONDON,GALAXIA-SET-08,Eyeliner,105.98,Gift Card,Desktop,148.1.251.244,False,98
22043902-1254-4316-b359-6ffd8c2a4828,a7613b3e-ded7-4d55-a976-aba846ee63a9,2025-03-27,11:03:03,62,Gold,New York,FLAGSHIP-PARIS,ECLIPSE-EYE-10,Eyeliner,161.36,Credit Card,Desktop,77.199.54.183,False,376
67ac90fd-3b25-46fb-b174-0bab17e5d25c,c7ffee57-3de0-4bbc-b037-aa8d146a3a3b,2025-07-27,03:27:08,62,VIP,New York,FLAGSHIP-PARIS,LUNAR-MASC-02,Setting Spray,193.49,Gift Card,Mobile,17.157.255.230,True,125
11bd47c6-ceef-4cd7-812a-bcea15b1638d,69a4b762-b8c0-4f15-a6a9-43377f4392c3,2025-07-06,12:23:02,42,Gold,Paris,FLAGSHIP-LA,STELLAR-FOUND-03,Highlighter,149.54,Mobile Payment,Desktop,15.172.21.207,False,475
728be591-ddf1-47d4-b19e-38220e9a4536,70e679e2-3803-4b3e-9f6a-5a02780969ff,2025-04-11,12:03:36,24,Silver,Geneva,FLAGSHIP-PARIS,NEBULA-SERUM-07,Serum,125.6,Gift Card,Tablet,31.108.234.76,False,80
a0baa93f-1bfa-44a1-8ab2-6c1841841e56,cdc56d58-e8db-478f-a4ef-156e2c613196,2025-08-08,17:12:23,26,Bronze,Los Angeles,POPUP-MILAN,NEBULA-SERUM-07,Serum,248.93,Credit Card,Desktop,190.119.36.18,False,71
85658a57-8468-47ca-9dd7-952b6eb0c7b3,8bd25faf-1c7a-4c2e-8e85-38f27a6a7aa7,2025-05-08,17:18:04,41,Silver,Zurich,CONCESSION-LONDON,COSMIC-HIGHLIGHT-06,Mascara,133.95,Gift Card,Laptop,189.72.250.9,False,66
d22867b0-7926-4671-89f6-0ba1d397b646,4d76b617-8458-4fb6-a585-183be0baab5e,2025-05-05,03:08:06,41,Platinum,New York,BOUTIQUE-SHANGHAI,LUNAR-MASC-02,Serum,254.88,Credit Card,Tablet,214.32.54.58,False,441
1d212f46-591a-4b22-ba4c-965af7d08e5f,fba8a6df-84a2-4673-aacd-06cc407b7001,2025-05-27,12:23:50,28,Bronze,Sydney,CONCESSION-SINGAPORE,AURORA-LIP-01,Eyeshadow Palette,256.33,Gift Card,Laptop,128.112.32.103,False,403
1f3c9ada-84af-44da-ae6b-417c80b08240,c59b9f3d-d57f-4fef-b355-02303d9031f6,2025-04-23,10:35:23,34,Bronze,Rome,POPUP-TOKYO,AURORA-LIP-01,Setting Spray,66.6,Gift Card,Desktop,110.172.205.166,False,354
1b277e93-767e-4a27-90cc-f321a3c5b96a,0a6adf88-3d6b-439b-b530-09b34bcf2908,2025-03-02,04:12:38,25,Silver,Miami,POPUP-TOKYO,ECLIPSE-EYE-10,Setting Spray,92.72,Mobile Payment,Tablet,31.70.164.109,False,136
68cfbdc4-cd01-498b-977f-157cdce8b17b,266ac8ff-d7a6-4d93-b667-91365d62c060,2025-04-09,16:25:32,52,Silver,Miami,FLAGSHIP-PARIS,SOLAR-BLUSH-04,Lipstick,127.78,Gift Card,Mobile,196.23.88.171,False,87
24fcb55f-a1ae-467b-97f9-0d2878a2ef71,e7e35696-32d5-4cdb-afe4-8c3169d4ea6f,2025-05-05,04:45:21,50,Platinum,New York,CONCESSION-LONDON,COSMIC-HIGHLIGHT-06,Mascara,214.7,Gift Card,Laptop,194.212.86.189,False,77
309157e0-e871-4547-837d-e1ea2ee0e9bf,56fb1bde-ef1a-4b96-ba3e-3a6e0ab14d9a,2025-04-09,15:33:29,22,Bronze,Geneva,POPUP-MILAN,GALAXIA-SET-08,Blush,205.78,Debit Card,Mobile,142.84.224.124,False,126
1d14a3f2-4f04-4dc6-bc54-525f58db1efb,3a3eb8a7-7baf-48c5-8e50-95905d5ea5be,2025-07-31,04:38:57,59,Bronze,Miami,CONCESSION-LONDON,AURORA-LIP-01,Mascara,173.65,Mobile Payment,Desktop,237.20.68.51,True,462
39f5d173-89bb-474f-8c43-9160e70a067e,5c7b1a01-1642-45a1-8ae8-d1d176c59b03,2025-05-26,19:20:10,58,Bronze,Las Vegas,FLAGSHIP-PARIS,NEBULA-SERUM-07,Foundation,145.5,Debit Card,Desktop,226.249.41.3,False,444
8876fcff-efe6-480f-b7d9-bda56ef6384e,9646eed0-6bd0-4254-b81c-f9eb24edd1c3,2025-07-28,12:39:47,45,Gold,Geneva,FLAGSHIP-LA,SOLAR-BLUSH-04,Setting Spray,185.9,Credit Card,Desktop,2.91.45.145,False,480
4cd07b1c-9fa8-4839-b955-56282806c016,812bd525-ad5a-4b1d-b924-86ae7ee54933,2025-06-11,09:37:21,24,Silver,Milan,POPUP-MILAN,GALAXIA-SET-08,Serum,167.0,Credit Card,Desktop,107.243.64.105,False,222
47cf89e0-cab2-4b72-a4ee-67c006191ca0,a29d8e6d-7500-45ce-b874-315e8d1435ab,2025-03-22,16:53:32,26,Gold,Geneva,CONCESSION-LONDON,ECLIPSE-EYE-10,Highlighter,81.82,Credit Card,Desktop,37.138.230.210,False,323
9e715d5e-e198-4d0e-9efa-a53641803baa,49c485bb-1dd4-43d7-98ed-c6c822a3d84e,2025-04-18,00:23:21,51,Silver,Miami,CONCESSION-LONDON,GALAXIA-SET-08,Serum,144.55,Mobile Payment,Desktop,90.214.2.120,False,226
682dc40f-f827-4485-b04a-0c211e222ef8,cd2b20d4-19d5-435d-b72d-4ce3cb2d6562,2025-07-01,18:19:50,65,Bronze,San Francisco,BOUTIQUE-SHANGHAI,ORION-CONCEAL-09,Highlighter,55.01,Debit Card,Mobile,221.112.237.106,False,350
861faf44-d734-4e66-9105-cb1adbe0361e,3d3ce5b2-f5b7-4fc0-8bbd-a50085c8bd89,2025-07-13,18:36:14,52,Bronze,Las Vegas,FLAGSHIP-ROME,SOLAR-BLUSH-04,Serum,97.6,Gift Card,Tablet,166.186.145.107,False,398
9b0c1f84-a641-4c45-9a75-70e93385d6ab,b9a08b7c-88da-4b52-8385-3b70d2691791,2025-05-27,23:03:37,61,Bronze,Miami,BOUTIQUE-DUBAI,GALAXIA-SET-08,Lipstick,285.24,Gift Card,Tablet,112.128.171.232,False,70
3334a0de-d538-4a26-a05b-39001cd7d747,9e5f76ee-71a4-49ab-8fe5-3c8b8cfb4110,2025-03-21,12:09:52,44,Silver,Paris,FLAGSHIP-LA,SOLAR-BLUSH-04,Serum,181.2,Credit Card,Mobile,19.120.227.166,False,381
1dd6264e-b6dc-4ae7-8c45-4c312e6114c0,5971c204-1c0d-4c83-9420-adb88604e21b,2025-06-24,21:15:02,52,Bronze,Las Vegas,POPUP-MILAN,LUNAR-MASC-02,Highlighter,185.98,Debit Card,Laptop,108.101.166.117,False,469
29241b91-bb5f-47ce-aafa-17fe6eec84bc,bce62748-36d4-4654-9af0-d3a820f826e4,2025-06-20,18:44:07,18,None,Geneva,FLAGSHIP-PARIS,SOLAR-BLUSH-04,Eyeshadow Palette,147.96,Debit Card,Mobile,200.56.166.116,False,201
3ad8e2ba-bd62-405a-bb05-07e6dc24239a,4b8eafb4-bbf0-404b-8602-009c952db8ba,2025-02-26,10:26:09,54,Silver,Las Vegas,FLAGSHIP-ROME,LUNAR-MASC-02,Setting Spray,112.89,Credit Card,Tablet,97.112.37.241,False,396
d90bf1e5-f7ed-4d19-9866-8ca7256d3287,5ff5e5aa-44c0-4dfc-a4fc-2c3addb0b8f5,2025-03-14,13:44:13,64,VIP,Los Angeles,FLAGSHIP-ROME,ORION-CONCEAL-09,Blush,135.86,Credit Card,Desktop,150.248.27.223,False,492
241121f6-8d22-4588-ab01-902829517a11,a662ce87-86a1-4dc6-acc1-c81900f99981,2025-03-25,13:32:49,31,Bronze,Miami,BOUTIQUE-NYC,GALAXIA-SET-08,Serum,164.96,Gift Card,Tablet,38.110.232.91,False,145
be66f47b-619c-4549-a134-b9193f4c2a88,e5e46166-c127-4d46-956b-123a5ec4c692,2025-07-24,19:58:30,20,Gold,Las Vegas,CONCESSION-LONDON,ECLIPSE-EYE-10,Blush,98.0,Mobile Payment,Laptop,100.191.69.234,False,401
38cfaa96-972a-4e47-879c-d031635f9160,eaa6374e-ef6e-4d1c-b40e-39f620633706,2025-03-26,23:46:03,18,Silver,Milan,POPUP-MILAN,GALAXIA-SET-08,Lipstick,106.22,Credit Card,Tablet,185.99.183.138,False,124
ba76e600-21d0-4e2c-a28f-66ac7e250d61,6d273045-c740-468b-b372-d8d801ce4410,2025-07-16,21:30:33,31,Gold,Las Vegas,POPUP-MILAN,NEBULA-SERUM-07,Eyeshadow Palette,213.2,Debit Card,Tablet,29.238.234.214,False,177
c30a684b-05c5-4b0b-ba1f-34ba9c64b3d3,9d542826-1dac-48ab-b486-2c6e816aec68,2025-05-23,14:58:34,44,Bronze,Los Angeles,POPUP-MILAN,ECLIPSE-EYE-10,Concealer,121.78,Debit Card,Desktop,155.80.87.117,False,182
f31123af-14ba-48c4-aca3-e82a4e27a724,94934bf3-a029-4ef5-9f05-d31115815e76,2025-02-16,07:19:49,49,Platinum,Geneva,FLAGSHIP-PARIS,CELESTE-EYE-05,Eyeshadow Palette,90.26,Credit Card,Desktop,136.201.245.50,False,219
af336251-2aa7-4c62-8f87-0d65f9c23050,4cbc1790-e1dc-4ad1-a998-898f2f1856e4,2025-08-07,09:45:13,56,Bronze,London,FLAGSHIP-LA,GALAXIA-SET-08,Concealer,130.26,Mobile Payment,Tablet,116.253.123.42,False,136
06727fc6-1b9d-4e45-a02c-da96d340fae3,2d1ae94f-d89d-4591-9b06-3d7bf0195139,2025-03-15,22:45:31,49,Bronze,Sydney,FLAGSHIP-PARIS,CELESTE-EYE-05,Blush,106.24,Credit Card,Laptop,143.6.208.111,False,168
81fef45e-2100-4eb7-9e38-ba43005aaefc,45e28278-f5a7-4f90-88ad-0eaf3121f730,2025-07-28,03:36:43,40,None,London,POPUP-TOKYO,GALAXIA-SET-08,Highlighter,198.42,Credit Card,Mobile,220.12.232.237,False,187
ea6b9464-d35e-4990-ba1d-07fddefcc21a,8a3c1a9d-dac5-4c02-87ad-6c453e363a42,2025-05-12,17:24:57,56,Bronze,Rome,FLAGSHIP-LA,GALAXIA-SET-08,Setting Spray,209.9,Gift Card,Tablet,198.70.207.94,False,131
62fe4738-7afd-4601-9804-48fa6aa6a630,6fdf3d7c-d3e7-4cc6-8b91-c8561e857ac7,2025-03-14,12:52:22,62,Gold,Las Vegas,FLAGSHIP-LA,COSMIC-HIGHLIGHT-06,Lipstick,173.89,Gift Card,Desktop,203.189.237.0,False,285
4719c0d9-d7a7-4b27-8bce-c4e81ba1c656,1958c130-d68e-48a2-b9ee-c2b3c4538d83,2025-04-30,04:18:02,32,None,Paris,FLAGSHIP-ROME,ECLIPSE-EYE-10,Concealer,54.47,Gift Card,Laptop,221.36.197.170,False,185
88b280b2-8885-42d6-b77f-faad338d4604,7421f655-c34e-4caf-8790-87a39ae96829,2025-06-05,09:45:05,60,Silver,Rome,POPUP-TOKYO,ORION-CONCEAL-09,Serum,133.68,Debit Card,Laptop,136.16.151.218,False,331
d330d435-ba26-4d42-9b8e-86e0652b73a7,743b9c2c-4d5f-4ca4-9371-c6dbba82b9f3,2025-03-26,11:59:28,46,Platinum,Miami,POPUP-TOKYO,ORION-CONCEAL-09,Serum,95.97,Gift Card,Tablet,193.138.106.41,False,52
3bd19b93-e404-4b88-a81f-e4853196984f,c7c94a49-afbb-4b42-98c4-51da99a57e08,2025-06-10,20:16:47,53,None,New York,BOUTIQUE-NYC,GALAXIA-SET-08,Setting Spray,220.04,Gift Card,Tablet,159.171.28.186,False,108
4a8811ce-1d99-4427-a35d-82f9094e2750,b51d584f-0d75-456a-b6ab-fa40b0abf0de,2025-04-22,17:17:59,49,Bronze,San Francisco,CONCESSION-SINGAPORE,ECLIPSE-EYE-10,Foundation,190.95,Mobile Payment,Desktop,94.238.20.187,False,180
33d13587-727d-4d73-b997-07aeaf5bf837,53e8ee40-2f90-4c4e-a252-c4f92d09b356,2025-06-22,17:44:17,24,Bronze,Zurich,FLAGSHIP-PARIS,STELLAR-FOUND-03,Concealer,102.66,Gift Card,Tablet,94.89.34.104,False,471
736a689c-0a72-4bee-b469-8eb67aeb57ae,4e239956-f8ce-41ad-a668-8e00c2a76578,2025-03-31,04:06:39,39,Gold,Miami,CONCESSION-LONDON,STELLAR-FOUND-03,Setting Spray,287.21,Credit Card,Desktop,36.171.122.58,False,435
579fcc3b-932a-4da8-8be8-f04e202761d7,b2d1d7e4-f926-42ba-916a-a9b4d30d4267,2025-06-23,23:37:15,45,VIP,New York,FLAGSHIP-ROME,AURORA-LIP-01,Eyeliner,133.89,Credit Card,Laptop,167.244.107.115,False,450
fef4f182-24c2-47c7-9a7c-6e313e307475,1dbd16c4-f554-4d77-9966-24cd991afa9f,2025-07-24,16:14:40,59,Silver,Miami,CONCESSION-SINGAPORE,LUNAR-MASC-02,Serum,280.85,Mobile Payment,Mobile,71.27.32.190,False,341
1bd1581c-dd35-4e35-b54e-b28406bc0b13,bbe47637-4ed8-47c0-b65b-f090c0654bfe,2025-05-01,07:03:06,62,Gold,Zurich,BOUTIQUE-NYC,CELESTE-EYE-05,Highlighter,154.34,Debit Card,Laptop,89.231.248.62,False,391
c979a9ff-ae68-474f-941d-af4f72a63b8f,e2812788-1558-44c0-b36d-359d6d5c98e9,2025-07-27,13:21:45,23,Silver,San Francisco,CONCESSION-LONDON,ORION-CONCEAL-09,Blush,290.72,Mobile Payment,Mobile,121.149.231.188,False,147
6c094d8f-52e1-4cd1-b0d6-406acb126554,cd10c56e-af0c-44a8-8db6-a06743ed5e31,2025-06-23,15:06:43,45,Bronze,London,FLAGSHIP-LA,STELLAR-FOUND-03,Serum,56.04,Gift Card,Laptop,205.33.96.234,False,265
28a7d0de-b2e4-4f29-95fe-98c8f2c5c1c0,54ac3849-1f63-47b4-b3ef-5f10e7f8ef61,2025-03-27,10:18:41,47,None,Zurich,POPUP-TOKYO,LUNAR-MASC-02,Eyeshadow Palette,282.62,Debit Card,Mobile,107.67.242.177,False,179
0a02c93a-7e91-4472-9333-bf2dede35749,839a2133-ee7a-45d9-ab79-164d9aa56cb1,2025-06-29,02:41:36,45,Bronze,Rome,CONCESSION-SINGAPORE,AURORA-LIP-01,Setting Spray,250.25,Gift Card,Laptop,49.32.11.118,False,76
cf2da08e-de39-4957-8dd6-5f10b76c0de8,c27e4264-c66b-442d-83a4-3cfeabfbe26b,2025-02-14,07:34:47,42,Silver,Sydney,FLAGSHIP-LA,SOLAR-BLUSH-04,Eyeliner,149.3,Debit Card,Tablet,214.171.210.175,False,214
335ada54-a9de-4800-b4cf-381abcd96b6c,560dcc0d-e9ee-42cb-84d2-6d613658bbed,2025-07-17,23:54:59,56,Gold,Los Angeles,CONCESSION-LONDON,COSMIC-HIGHLIGHT-06,Eyeliner,103.05,Mobile Payment,Mobile,168.167.248.227,False,455
